tag	layer	block	head	tile_a_row	tile_a_col	tile_b_row	tile_b_col	target	pe_row	pe_col	bit	cell
38121	3	0	5	11	35	35	34	7	0	6	0	672
38122	3	7	5	0	22	22	43	5	2	1	0	448
38123	3	11	1	0	2	2	17	7	0	0	0	253
38124	3	8	1	23	38	38	14	5	3	6	0	15
38125	3	10	4	19	43	43	46	5	7	2	0	592
38126	3	11	5	3	24	24	42	0	1	6	5	95
38127	3	7	1	13	34	34	1	4	1	5	12	340
38128	3	3	2	15	42	42	1	6	7	1	0	62
38129	3	5	2	5	0	0	42	7	5	0	0	769
38130	3	0	5	17	28	28	37	0	5	2	4	149
38131	3	4	1	7	8	8	22	7	3	4	0	704
38132	3	2	5	24	13	13	41	0	4	3	0	146
38133	3	3	5	10	32	32	40	1	0	3	6	646
38134	3	6	5	2	15	15	8	5	0	4	0	672
38135	3	0	4	8	19	19	41	1	1	1	0	761
38136	3	11	4	14	40	40	35	0	7	6	6	494
38137	3	4	5	16	19	19	13	1	3	3	5	696
38138	3	7	0	24	29	29	19	1	1	1	0	205
38139	3	6	1	6	47	47	5	1	7	5	0	433
38140	3	11	2	0	20	20	14	1	1	1	6	243
38141	3	5	5	23	42	42	35	4	7	3	26	174
38142	3	10	5	11	15	15	15	4	2	6	0	174
38143	3	9	4	14	15	15	8	5	2	7	0	653
38144	3	9	2	16	29	29	8	1	0	0	7	340
38145	3	3	4	2	4	4	11	6	4	0	0	362
38146	3	10	3	13	29	29	36	4	4	5	5	778
38147	3	2	4	14	4	4	2	1	2	4	4	179
38148	3	4	5	23	10	10	13	6	3	3	0	97
38149	3	10	0	24	15	15	2	0	4	2	5	386
38150	3	3	5	0	12	12	8	6	0	5	0	659
38151	3	5	1	5	1	1	1	5	0	0	0	335
38152	3	8	3	11	25	25	13	0	0	6	2	230
38153	3	7	2	20	7	7	15	6	4	3	0	253
38154	3	6	1	0	22	22	22	6	7	6	0	16
38155	3	3	5	1	47	47	31	5	2	5	0	470
38156	3	7	2	21	15	15	28	5	1	3	0	282
38157	3	6	4	4	0	0	31	4	4	1	19	256
38158	3	9	4	2	19	19	6	1	7	4	2	628
38159	3	7	0	11	15	15	12	7	4	2	0	14
38160	3	5	3	17	44	44	34	6	3	0	0	676
38161	3	0	0	17	21	21	4	1	4	1	6	275
38162	3	5	2	17	44	44	45	0	6	4	7	34
38163	3	0	1	6	8	8	33	5	5	0	0	170
38164	3	0	1	7	42	42	39	4	1	6	2	437
38165	3	6	1	17	4	4	21	7	6	2	0	278
38166	3	5	2	21	18	18	11	5	6	1	0	683
38167	3	5	5	15	42	42	8	1	5	1	7	137
38168	3	7	4	14	17	17	35	4	2	7	2	363
38169	3	1	3	18	38	38	17	5	3	5	0	413
38170	3	4	3	1	26	26	32	4	0	6	31	316
38171	3	2	3	0	38	38	4	7	0	2	0	655
38172	3	1	0	1	1	1	28	0	6	4	0	784
38173	3	8	3	4	12	12	22	7	0	0	0	293
38174	3	4	3	16	19	19	40	6	5	4	0	718
38175	3	2	4	2	11	11	45	1	6	0	6	786
38176	3	11	0	19	5	5	35	1	7	2	5	149
38177	3	7	4	22	4	4	26	5	2	3	0	496
38178	3	11	2	10	27	27	29	5	4	6	0	462
38179	3	5	2	17	30	30	42	6	7	1	0	790
38180	3	4	5	16	39	39	44	1	1	7	0	445
38181	3	7	2	6	13	13	40	6	7	2	0	787
38182	3	6	5	24	28	28	13	1	1	3	6	69
38183	3	6	2	10	42	42	39	1	0	7	6	138
38184	3	8	1	1	44	44	11	7	0	7	0	646
38185	3	2	5	18	20	20	39	5	4	1	0	801
38186	3	1	5	4	17	17	38	7	2	3	0	294
38187	3	1	2	21	43	43	17	1	2	5	4	797
38188	3	3	2	10	47	47	7	4	3	2	22	64
38189	3	9	4	1	33	33	24	7	2	0	0	72
38190	3	5	4	1	12	12	44	0	4	2	3	291
38191	3	5	1	18	18	18	33	1	7	0	6	13
38192	3	1	2	14	30	30	46	7	7	6	0	148
38193	3	10	0	7	25	25	6	5	3	2	0	179
38194	3	10	3	5	14	14	4	5	2	1	0	470
38195	3	5	4	1	2	2	10	4	6	0	1	98
38196	3	0	4	5	30	30	30	1	4	0	2	457
38197	3	3	0	24	2	2	36	4	5	2	7	96
38198	3	7	4	24	38	38	31	0	6	2	5	670
38199	3	3	3	12	44	44	23	5	6	4	0	652
38200	3	5	3	21	21	21	1	4	6	0	26	165
38201	3	10	5	16	22	22	24	7	7	4	0	574
38202	3	1	5	20	4	4	30	0	3	6	3	361
38203	3	3	0	24	18	18	7	1	1	2	7	765
38204	3	4	3	1	27	27	18	4	3	0	17	594
38205	3	3	0	15	38	38	5	0	3	3	7	603
38206	3	5	5	19	7	7	4	6	0	2	0	410
38207	3	0	4	14	3	3	16	4	3	0	20	494
38208	3	4	0	14	27	27	41	0	6	2	6	24
38209	3	6	1	1	22	22	9	6	5	7	0	41
38210	3	7	2	17	32	32	21	0	4	4	4	78
38211	3	8	5	7	33	33	8	4	2	3	22	353
38212	3	3	4	4	25	25	29	1	0	6	1	509
38213	3	0	2	15	39	39	32	6	3	1	0	12
38214	3	9	5	12	13	13	0	4	5	0	29	802
38215	3	4	4	12	7	7	0	7	6	7	0	677
38216	3	3	4	13	38	38	30	1	2	1	0	616
38217	3	1	2	5	3	3	39	0	2	1	6	570
38218	3	4	3	11	1	1	32	6	3	3	0	265
38219	3	10	0	12	38	38	40	5	0	6	0	228
38220	3	10	1	7	33	33	9	1	2	2	3	384
38221	3	7	1	6	29	29	20	7	7	0	0	628
38222	3	1	4	4	40	40	1	7	7	2	0	421
38223	3	6	3	19	25	25	28	5	7	7	0	196
38224	3	3	4	0	32	32	16	6	7	2	0	42
38225	3	9	2	12	45	45	13	1	6	6	5	451
38226	3	7	5	9	32	32	15	5	0	6	0	582
38227	3	0	1	22	47	47	22	0	1	4	0	265
38228	3	5	1	6	35	35	0	0	1	5	0	12
38229	3	5	5	24	23	23	34	1	3	4	5	670
38230	3	6	0	17	18	18	21	4	4	1	28	535
38231	3	1	4	9	13	13	24	0	3	2	5	491
38232	3	6	4	21	36	36	7	7	5	3	0	155
38233	3	3	5	8	43	43	26	6	6	0	0	780
38234	3	0	2	22	11	11	36	6	0	1	0	589
38235	3	1	5	10	46	46	36	6	4	3	0	288
38236	3	3	2	9	23	23	45	4	2	5	22	647
38237	3	9	2	2	10	10	35	5	2	3	0	107
38238	3	8	2	1	27	27	34	5	2	1	0	42
38239	3	0	0	22	29	29	21	6	3	2	0	474
38240	3	4	4	0	41	41	18	0	2	2	4	775
38241	3	5	4	6	1	1	21	6	5	5	0	215
38242	3	2	5	19	14	14	31	4	6	0	22	365
38243	3	5	4	1	8	8	25	1	1	4	3	793
38244	3	5	3	10	13	13	23	6	1	7	0	16
38245	3	7	4	15	3	3	27	7	3	7	0	400
38246	3	2	3	7	3	3	22	7	7	3	0	291
38247	3	4	2	22	34	34	7	6	7	0	0	155
38248	3	0	4	18	6	6	18	4	0	0	10	352
38249	3	5	3	10	33	33	32	1	3	1	3	24
38250	3	3	5	5	10	10	14	5	5	4	0	802
38251	3	10	2	11	40	40	12	7	0	1	0	286
38252	3	10	0	21	29	29	46	4	6	0	14	204
38253	3	5	4	15	4	4	34	5	5	1	0	135
38254	3	4	3	22	44	44	4	7	5	4	0	579
38255	3	0	3	24	42	42	11	1	1	5	2	702
38256	3	7	3	10	1	1	38	0	7	5	0	308
38257	3	6	1	14	40	40	2	0	2	5	0	79
38258	3	7	5	14	31	31	39	0	4	0	2	205
38259	3	4	5	18	14	14	1	7	4	7	0	477
38260	3	0	5	23	40	40	26	5	5	7	0	330
38261	3	3	0	4	30	30	36	6	1	2	0	608
38262	3	11	4	16	10	10	5	6	7	0	0	444
38263	3	4	2	4	43	43	43	4	1	6	26	86
38264	3	0	4	6	31	31	15	4	4	7	20	232
38265	3	10	3	3	20	20	2	1	4	3	3	622
38266	3	11	3	22	7	7	6	7	5	4	0	607
38267	3	0	4	8	34	34	26	1	5	2	7	630
38268	3	7	1	10	32	32	25	0	5	0	3	196
38269	3	2	0	20	42	42	14	0	6	2	2	15
38270	3	2	4	10	13	13	18	4	1	3	16	588
38271	3	2	1	14	32	32	28	4	2	6	24	89
38272	3	1	4	1	13	13	9	0	6	2	0	784
38273	3	5	0	10	2	2	8	4	3	0	25	178
38274	3	4	5	19	19	19	42	5	7	7	0	488
38275	3	2	0	0	13	13	21	5	5	5	0	141
38276	3	9	0	15	16	16	7	5	5	7	0	582
38277	3	0	2	9	7	7	36	7	5	4	0	447
38278	3	11	1	10	19	19	31	6	2	4	0	673
38279	3	6	0	19	32	32	24	5	1	7	0	15
38280	3	0	0	14	17	17	35	6	6	1	0	158
38281	3	6	3	1	12	12	23	4	7	5	11	119
38282	3	10	2	13	12	12	39	1	4	4	5	31
38283	3	8	4	14	27	27	19	5	1	5	0	640
38284	3	7	2	7	39	39	37	5	1	4	0	328
38285	3	4	1	22	32	32	31	7	2	1	0	3
38286	3	6	0	24	12	12	47	1	0	1	4	331
38287	3	9	0	5	15	15	15	1	4	2	0	272
38288	3	11	4	24	6	6	37	1	5	3	4	198
38289	3	4	3	0	30	30	44	6	6	0	0	251
38290	3	9	0	22	21	21	41	4	3	3	14	101
38291	3	0	2	7	36	36	24	7	7	2	0	697
38292	3	10	5	14	12	12	4	4	6	7	26	702
38293	3	8	1	5	15	15	27	4	6	3	1	808
38294	3	0	1	3	45	45	4	6	0	3	0	596
38295	3	10	2	24	17	17	25	1	0	5	4	776
38296	3	10	3	15	22	22	4	4	3	2	11	625
38297	3	2	4	18	4	4	35	0	0	1	1	481
38298	3	11	4	15	44	44	5	6	2	7	0	663
38299	3	7	4	3	29	29	21	5	5	7	0	449
38300	3	7	5	3	9	9	45	5	4	4	0	112
38301	3	3	3	11	24	24	28	4	5	2	18	547
38302	3	8	0	2	13	13	34	0	1	2	5	362
38303	3	7	1	16	17	17	17	4	5	2	24	271
38304	3	4	5	1	28	28	44	7	1	3	0	44
38305	3	7	2	8	27	27	23	1	0	4	5	444
38306	3	10	1	8	20	20	13	0	0	3	2	434
38307	3	7	1	10	6	6	37	4	2	6	14	201
38308	3	5	0	14	2	2	2	6	1	3	0	697
38309	3	6	0	5	9	9	28	7	5	4	0	357
38310	3	11	2	22	5	5	34	5	2	2	0	124
38311	3	11	1	17	21	21	13	0	2	7	5	504
38312	3	7	0	0	12	12	1	6	1	4	0	317
38313	3	10	2	7	25	25	40	5	1	7	0	120
38314	3	9	3	15	46	46	20	1	6	4	2	522
38315	3	1	4	8	41	41	35	4	2	6	4	501
38316	3	6	4	22	42	42	43	6	2	7	0	166
38317	3	3	4	21	39	39	41	0	1	6	1	44
38318	3	1	3	4	32	32	6	0	0	4	0	298
38319	3	7	1	22	31	31	41	7	7	4	0	384
38320	3	11	0	4	7	7	43	5	2	0	0	249
38321	3	6	5	18	30	30	40	0	3	1	6	134
38322	3	7	3	18	20	20	4	0	1	6	7	446
38323	3	6	3	15	47	47	4	7	0	6	0	563
38324	3	8	5	10	35	35	47	6	4	4	0	683
38325	3	11	4	4	18	18	3	4	6	4	22	229
38326	3	5	0	16	27	27	47	4	2	6	21	183
38327	3	1	2	15	26	26	28	1	5	2	5	278
38328	3	2	0	2	44	44	34	1	1	2	6	553
38329	3	0	3	3	35	35	33	4	3	4	20	541
38330	3	9	3	21	21	21	47	7	7	1	0	297
38331	3	8	1	11	41	41	32	7	6	3	0	182
38332	3	2	4	9	11	11	23	6	7	0	0	341
38333	3	2	3	4	22	22	13	5	2	5	0	122
38334	3	4	0	16	11	11	4	7	4	7	0	160
38335	3	7	0	13	7	7	40	4	2	1	24	130
38336	3	3	5	15	23	23	40	1	2	0	0	432
38337	3	3	3	3	7	7	43	6	5	2	0	798
38338	3	3	1	9	34	34	10	7	5	2	0	328
38339	3	9	3	16	40	40	43	4	3	3	19	402
38340	3	6	5	1	28	28	37	0	1	5	5	333
38341	3	11	0	13	6	6	38	5	4	7	0	785
38342	3	4	1	3	40	40	18	1	5	4	6	385
38343	3	3	2	16	37	37	13	1	7	1	7	445
38344	3	4	4	17	45	45	12	6	4	0	0	760
38345	3	7	1	14	29	29	30	6	0	2	0	470
38346	3	10	2	23	4	4	0	0	6	4	0	542
38347	3	3	3	15	38	38	6	5	1	5	0	767
38348	3	1	3	10	9	9	23	1	4	2	0	711
38349	3	8	1	2	7	7	33	0	5	4	5	138
38350	3	1	5	2	46	46	41	1	5	4	6	253
38351	3	7	4	6	15	15	6	7	4	2	0	432
38352	3	0	3	18	2	2	29	5	0	5	0	203
38353	3	10	1	14	3	3	7	6	6	3	0	754
38354	3	6	2	10	4	4	40	1	6	2	6	732
38355	3	11	2	22	36	36	22	4	2	1	2	803
38356	3	2	2	18	10	10	30	0	4	0	4	820
38357	3	3	5	15	26	26	32	7	0	7	0	339
38358	3	7	4	8	26	26	0	7	7	4	0	651
38359	3	4	2	15	27	27	22	5	2	5	0	592
38360	3	6	4	7	15	15	34	6	5	4	0	561
38361	3	10	4	1	0	0	11	0	7	6	4	401
38362	3	7	5	11	12	12	45	7	5	5	0	138
38363	3	2	1	21	42	42	30	4	3	4	7	158
38364	3	10	3	17	44	44	18	1	0	3	7	350
38365	3	5	3	5	25	25	26	6	5	3	0	393
38366	3	4	3	20	38	38	12	6	3	3	0	497
38367	3	9	4	12	25	25	24	1	4	1	1	471
38368	3	5	3	4	9	9	7	1	4	1	5	804
38369	3	0	5	6	11	11	27	7	6	3	0	642
38370	3	4	1	16	0	0	21	4	0	6	0	627
38371	3	10	3	20	38	38	15	6	0	0	0	562
38372	3	5	0	18	47	47	36	1	6	1	7	466
38373	3	7	2	5	13	13	8	0	1	1	3	309
38374	3	6	5	17	27	27	28	6	1	0	0	192
38375	3	1	3	1	8	8	16	0	3	2	1	328
38376	3	4	1	19	44	44	20	7	1	2	0	651
38377	3	0	4	13	31	31	0	7	4	0	0	251
38378	3	1	4	14	35	35	18	0	5	7	3	431
38379	3	0	2	1	26	26	14	4	1	3	2	49
38380	3	5	1	11	29	29	14	6	2	7	0	521
38381	3	7	0	5	14	14	7	5	6	2	0	754
38382	3	5	2	22	35	35	42	5	1	4	0	134
38383	3	2	5	20	45	45	14	4	1	5	25	52
38384	3	4	3	4	13	13	40	1	4	6	7	583
38385	3	5	5	4	31	31	35	4	1	3	29	57
38386	3	9	3	6	44	44	45	7	7	0	0	520
38387	3	6	3	20	18	18	29	6	3	3	0	612
38388	3	9	4	7	36	36	47	7	5	7	0	32
38389	3	1	0	4	3	3	20	1	4	1	1	267
38390	3	8	4	13	33	33	5	1	3	3	1	218
38391	3	4	4	16	27	27	43	7	2	3	0	713
38392	3	9	1	21	44	44	47	4	7	1	2	287
38393	3	5	5	3	29	29	11	6	1	0	0	667
38394	3	11	2	0	4	4	17	0	0	3	7	773
38395	3	8	4	21	25	25	7	0	0	6	0	285
38396	3	4	5	7	32	32	5	0	2	1	1	175
38397	3	1	4	0	24	24	16	4	5	0	4	686
38398	3	1	2	13	26	26	18	7	0	5	0	761
38399	3	10	1	10	24	24	5	0	4	3	1	348
38400	3	4	4	7	11	11	14	0	3	2	2	799
38401	3	6	1	5	13	13	45	6	4	7	0	793
38402	3	1	4	13	10	10	17	5	3	1	0	327
38403	3	3	0	5	28	28	28	7	7	2	0	12
38404	3	0	5	7	25	25	33	0	2	5	4	11
38405	3	10	3	13	45	45	47	7	7	6	0	68
38406	3	11	2	15	9	9	47	5	3	2	0	136
38407	3	5	3	6	40	40	20	7	4	4	0	268
38408	3	11	2	18	12	12	1	0	0	3	2	262
38409	3	2	5	0	15	15	37	1	3	4	3	397
38410	3	3	0	8	19	19	24	5	0	6	0	586
38411	3	9	2	10	35	35	47	4	0	6	26	310
38412	3	7	0	9	26	26	4	4	7	2	14	53
38413	3	4	4	0	8	8	32	1	2	4	4	341
38414	3	2	4	10	2	2	19	7	2	0	0	730
38415	3	0	0	15	37	37	17	4	0	1	0	338
38416	3	9	0	13	33	33	30	5	3	6	0	625
38417	3	2	0	12	19	19	8	7	6	6	0	713
38418	3	7	4	16	27	27	31	6	3	4	0	636
38419	3	2	5	13	12	12	30	1	3	1	5	131
38420	3	11	3	24	43	43	2	4	4	1	20	470
38421	3	1	5	10	33	33	1	0	5	4	4	472
38422	3	7	1	11	4	4	16	4	7	4	2	722
38423	3	2	4	1	9	9	43	1	7	0	7	536
38424	3	7	4	24	36	36	45	0	3	2	2	384
38425	3	5	5	21	3	3	45	0	5	7	3	164
38426	3	2	3	5	9	9	15	7	0	1	0	369
38427	3	11	4	9	9	9	39	7	3	2	0	630
38428	3	2	1	18	40	40	8	4	4	3	2	738
38429	3	5	3	13	5	5	33	4	7	2	28	525
38430	3	11	5	11	30	30	1	1	3	4	4	493
38431	3	7	1	22	28	28	17	5	3	0	0	127
38432	3	8	1	7	47	47	2	0	2	7	4	13
38433	3	10	5	6	7	7	37	4	7	4	15	268
38434	3	10	3	2	34	34	7	4	6	5	5	384
38435	3	4	2	1	9	9	32	5	2	1	0	121
38436	3	8	3	11	5	5	26	1	1	0	5	310
38437	3	2	2	0	40	40	3	1	3	5	5	339
38438	3	9	3	18	38	38	23	1	2	0	5	425
38439	3	4	1	0	0	0	26	7	0	2	0	373
38440	3	7	0	18	31	31	39	5	7	1	0	400
38441	3	11	1	22	1	1	47	0	0	3	2	168
38442	3	11	2	6	42	42	15	4	3	3	31	740
38443	3	5	3	8	20	20	27	7	0	2	0	488
38444	3	6	1	22	19	19	11	0	2	4	5	599
38445	3	10	3	12	11	11	14	6	2	4	0	225
38446	3	11	0	18	27	27	47	7	6	0	0	598
38447	3	1	2	6	37	37	0	4	0	7	4	644
38448	3	3	5	1	33	33	26	4	5	5	4	794
38449	3	0	5	11	41	41	40	1	2	3	5	245
38450	3	9	2	8	9	9	17	7	0	1	0	176
38451	3	0	5	22	46	46	34	0	6	4	6	127
38452	3	9	4	20	20	20	42	5	3	2	0	414
38453	3	4	4	22	39	39	25	7	2	6	0	788
38454	3	6	4	16	39	39	36	6	0	1	0	729
38455	3	3	0	13	24	24	46	6	0	5	0	458
38456	3	9	2	12	17	17	47	4	4	2	11	555
38457	3	5	0	2	32	32	9	4	2	6	25	811
38458	3	8	1	23	38	38	30	7	7	2	0	191
38459	3	0	4	3	15	15	39	7	6	6	0	174
38460	3	6	2	4	37	37	14	0	0	1	2	283
38461	3	10	1	1	18	18	0	7	4	1	0	429
38462	3	1	1	0	42	42	39	5	7	7	0	640
38463	3	4	3	6	33	33	19	0	0	4	2	46
38464	3	4	3	21	34	34	25	7	6	3	0	717
38465	3	11	5	18	43	43	15	0	1	2	2	398
38466	3	10	2	19	19	19	20	1	4	3	1	518
38467	3	0	4	15	0	0	41	4	2	2	4	774
38468	3	3	1	13	8	8	23	6	2	4	0	725
38469	3	10	3	24	33	33	40	0	4	3	3	273
38470	3	5	5	2	26	26	15	1	2	7	4	317
38471	3	3	1	0	8	8	7	1	2	7	6	22
38472	3	1	3	6	37	37	7	6	5	0	0	266
38473	3	11	0	6	40	40	23	4	2	6	25	721
38474	3	5	4	7	7	7	43	0	3	0	7	402
38475	3	3	2	18	1	1	18	5	0	7	0	240
38476	3	9	1	23	6	6	34	4	7	7	23	247
38477	3	4	5	6	22	22	42	7	0	5	0	199
38478	3	11	1	5	41	41	43	7	3	5	0	404
38479	3	3	5	18	33	33	19	1	0	2	5	274
38480	3	7	4	15	47	47	42	1	0	6	6	259
38481	3	6	3	24	19	19	23	7	6	2	0	768
38482	3	2	3	16	22	22	20	0	0	1	1	542
38483	3	3	5	22	13	13	3	5	7	0	0	346
38484	3	1	2	9	22	22	45	4	4	1	17	182
38485	3	4	2	7	44	44	26	0	0	4	1	232
38486	3	5	4	20	41	41	10	1	1	4	0	88
38487	3	9	0	20	0	0	42	0	5	0	4	746
38488	3	1	3	9	46	46	42	6	4	5	0	666
38489	3	11	3	23	33	33	2	7	3	5	0	105
38490	3	4	5	18	31	31	25	1	4	5	5	428
38491	3	6	4	11	35	35	18	5	2	5	0	367
38492	3	5	0	18	31	31	9	0	1	1	6	24
38493	3	10	4	0	8	8	33	4	6	7	29	508
38494	3	0	1	13	47	47	37	1	7	6	3	452
38495	3	7	4	14	21	21	23	7	4	3	0	698
38496	3	7	0	21	38	38	24	5	1	6	0	368
38497	3	3	4	6	21	21	8	6	6	2	0	551
38498	3	11	5	15	40	40	12	7	7	5	0	642
38499	3	1	1	14	40	40	30	4	1	5	24	148
38500	3	9	2	0	30	30	13	6	7	7	0	308
38501	3	4	2	20	40	40	28	6	3	3	0	88
38502	3	6	5	3	11	11	26	4	2	5	3	386
38503	3	11	0	18	25	25	44	1	6	4	7	316
38504	3	0	1	0	45	45	23	7	7	5	0	129
38505	3	7	5	23	26	26	20	4	0	4	30	522
38506	3	7	5	14	42	42	8	1	2	7	3	372
38507	3	4	1	15	25	25	22	5	6	5	0	777
38508	3	9	2	19	37	37	37	0	4	7	1	510
38509	3	6	4	22	28	28	46	0	6	7	4	707
38510	3	1	5	8	33	33	39	5	5	1	0	16
38511	3	3	2	0	35	35	16	4	3	5	6	3
38512	3	11	3	1	26	26	30	0	6	0	3	737
38513	3	0	5	21	16	16	14	0	7	3	4	91
38514	3	2	5	11	9	9	17	7	1	2	0	253
38515	3	8	0	6	3	3	18	1	1	0	7	725
38516	3	2	5	11	12	12	19	0	6	0	0	167
38517	3	5	5	13	40	40	28	4	6	1	16	135
38518	3	8	4	24	1	1	9	4	7	2	1	166
38519	3	6	2	24	35	35	22	1	5	2	2	24
38520	3	0	1	10	12	12	18	6	0	2	0	106
38521	3	9	2	11	29	29	25	0	4	6	7	157
38522	3	4	0	6	38	38	42	4	5	0	28	73
38523	3	10	5	24	4	4	32	1	5	1	4	448
38524	3	5	4	7	23	23	29	5	4	5	0	791
38525	3	0	3	22	46	46	26	1	3	4	6	498
38526	3	1	5	6	29	29	43	1	7	6	1	491
38527	3	11	0	8	12	12	26	4	7	2	11	370
38528	3	8	2	11	7	7	22	6	0	1	0	601
38529	3	0	0	18	36	36	39	0	0	2	6	253
38530	3	1	4	18	43	43	0	7	0	7	0	583
38531	3	0	1	8	35	35	15	4	0	6	0	465
38532	3	2	4	21	30	30	34	5	7	0	0	268
38533	3	10	4	10	3	3	23	6	2	0	0	258
38534	3	10	1	8	25	25	37	4	7	4	11	154
38535	3	8	1	10	31	31	37	7	0	4	0	108
38536	3	3	1	8	20	20	32	1	2	1	3	737
38537	3	6	5	1	4	4	13	6	2	2	0	479
38538	3	1	4	5	15	15	26	0	4	3	6	102
38539	3	9	3	9	31	31	24	1	2	3	5	349
38540	3	10	2	6	4	4	41	7	4	4	0	616
38541	3	5	3	1	19	19	33	1	3	4	7	103
38542	3	1	3	13	35	35	33	0	7	1	0	560
38543	3	4	0	23	27	27	25	4	6	5	1	54
38544	3	4	0	4	12	12	25	7	4	0	0	466
38545	3	0	2	3	16	16	5	7	4	3	0	763
38546	3	3	5	2	12	12	6	6	4	7	0	808
38547	3	8	0	4	39	39	3	7	7	7	0	689
38548	3	1	5	16	20	20	40	6	2	2	0	801
38549	3	3	4	14	27	27	27	0	3	4	7	539
38550	3	1	5	13	9	9	17	5	6	1	0	669
38551	3	0	2	20	3	3	34	5	0	3	0	37
38552	3	8	3	23	39	39	41	5	1	1	0	24
38553	3	3	2	21	29	29	28	0	7	0	0	520
38554	3	10	3	4	25	25	30	4	4	6	9	141
38555	3	4	3	21	22	22	41	5	6	2	0	579
38556	3	8	5	17	36	36	15	7	3	5	0	15
38557	3	7	0	2	25	25	16	6	7	1	0	372
38558	3	1	2	15	20	20	6	5	4	0	0	294
38559	3	6	3	5	34	34	20	7	3	1	0	786
38560	3	0	1	1	7	7	24	5	7	1	0	426
38561	3	8	5	2	22	22	2	6	5	6	0	7
38562	3	1	0	7	37	37	19	6	0	3	0	321
38563	3	1	5	20	21	21	36	1	7	4	2	149
38564	3	1	0	2	27	27	37	6	5	7	0	205
38565	3	10	4	12	43	43	42	6	5	3	0	623
38566	3	9	3	4	34	34	24	1	2	4	1	506
38567	3	1	1	24	40	40	39	5	1	1	0	763
38568	3	4	1	16	10	10	3	6	4	2	0	752
38569	3	11	1	3	10	10	44	6	2	1	0	360
38570	3	5	2	9	29	29	41	7	3	3	0	97
38571	3	10	2	4	20	20	44	4	3	2	17	301
38572	3	2	0	22	13	13	39	1	7	1	0	340
38573	3	11	5	23	1	1	37	6	4	0	0	417
38574	3	6	4	20	29	29	15	1	3	5	1	757
38575	3	1	2	1	29	29	32	4	3	4	13	372
38576	3	5	2	13	30	30	18	0	0	4	6	99
38577	3	3	3	14	17	17	20	5	0	1	0	101
38578	3	0	3	22	20	20	14	0	3	4	0	608
38579	3	9	1	13	6	6	41	6	6	2	0	784
38580	3	7	4	12	7	7	7	4	7	7	26	296
38581	3	8	2	4	12	12	33	7	0	7	0	658
38582	3	2	1	20	19	19	23	4	0	3	13	710
38583	3	2	1	22	20	20	1	0	2	0	0	808
38584	3	9	1	3	7	7	10	4	4	1	22	704
38585	3	1	2	16	9	9	5	1	1	1	0	566
38586	3	9	2	17	0	0	38	6	0	6	0	823
38587	3	6	0	11	38	38	14	4	4	0	1	563
38588	3	2	5	23	6	6	43	4	6	0	25	550
38589	3	4	2	18	9	9	30	7	7	0	0	259
38590	3	2	2	19	42	42	21	1	4	7	6	236
38591	3	7	3	18	7	7	1	0	4	1	6	335
38592	3	1	2	21	35	35	1	7	2	5	0	777
38593	3	10	5	13	15	15	19	0	6	7	5	229
38594	3	7	2	0	17	17	20	5	1	6	0	141
38595	3	5	0	20	19	19	13	1	5	1	1	132
38596	3	1	3	14	16	16	41	7	2	6	0	179
38597	3	0	2	0	21	21	42	5	3	2	0	592
38598	3	3	5	14	17	17	23	5	2	5	0	615
38599	3	6	0	1	10	10	28	7	7	6	0	228
38600	3	10	0	16	36	36	1	1	7	4	0	181
38601	3	5	5	17	37	37	14	5	0	0	0	67
38602	3	8	4	19	1	1	20	5	2	5	0	146
38603	3	5	1	5	1	1	40	5	0	7	0	301
38604	3	6	1	16	24	24	11	4	7	1	5	709
38605	3	10	4	21	40	40	37	0	7	2	7	250
38606	3	7	3	5	41	41	23	4	7	4	16	766
38607	3	8	3	0	33	33	10	1	1	2	7	152
38608	3	6	4	13	0	0	21	5	2	6	0	152
38609	3	11	4	16	11	11	6	7	7	6	0	271
38610	3	10	4	5	33	33	31	6	2	5	0	452
38611	3	9	2	22	9	9	18	0	4	1	5	486
38612	3	9	3	2	30	30	10	5	7	2	0	370
38613	3	1	2	15	27	27	21	4	6	5	14	68
38614	3	5	1	8	12	12	38	6	2	1	0	110
38615	3	5	5	20	23	23	15	0	6	5	4	558
38616	3	0	3	6	14	14	32	6	7	1	0	506
38617	3	10	3	9	11	11	5	6	7	5	0	389
38618	3	5	5	21	30	30	28	7	2	4	0	630
38619	3	1	1	14	44	44	33	5	3	4	0	268
38620	3	0	2	21	42	42	23	0	4	1	5	649
38621	3	3	0	1	0	0	27	0	7	4	3	776
38622	3	1	2	12	14	14	33	5	6	5	0	618
38623	3	8	3	6	18	18	40	4	3	4	4	206
38624	3	0	1	15	1	1	33	5	3	0	0	288
38625	3	10	0	2	7	7	9	5	6	0	0	542
38626	3	9	3	5	45	45	5	5	6	4	0	513
38627	3	0	2	0	21	21	19	1	0	0	0	11
38628	3	6	0	1	4	4	41	1	6	2	0	122
38629	3	8	4	3	39	39	0	5	7	0	0	598
38630	3	6	5	1	19	19	15	1	6	3	4	359
38631	3	10	2	12	19	19	2	7	0	7	0	152
38632	3	0	1	20	22	22	9	1	1	3	5	804
38633	3	10	1	4	1	1	26	4	5	3	9	376
38634	3	11	3	13	7	7	32	1	0	1	5	466
38635	3	6	3	15	19	19	5	7	2	1	0	718
38636	3	10	5	10	46	46	32	4	4	7	5	438
